perfil_key,nacionalidade,genero,idade,escolaridade,renda_familiar,viajando_sozinho,motivo_da_viagem,quantidade_de_viagens_nos_ultimos_12_meses,ja_embarcou_desembarcou_antes_no_aeroporto,possui_deficiencia,utiliza_recurso_assistivo,solicitou_assistencia_especial
10723,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10724,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10725,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
10726,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,1 - primeira viagem,Não informado,Deficiência Física / Motora,Nenhum,Não quis
10727,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10728,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10729,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10730,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10731,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10732,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10733,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10734,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer e Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10735,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Lazer e Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10736,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Saúde/Tratamento/Consulta/Exames,2 a 3,Sim,Deficiência Física / Motora,Cadeira de rodas manual,Não sabia
10737,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10738,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10739,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10740,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10741,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10742,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10743,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10744,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Carnaval,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10745,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Estava a trabalho retorno pra casa,1 - primeira viagem,Não informado,Deficiência Física / Motora,Muletas,Não quis
10746,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10747,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
10748,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10749,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10750,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10751,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
10752,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
10753,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10754,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10755,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10756,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10757,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10758,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10759,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10760,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer e Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10761,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Lazer e Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10762,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Mudança,4 a 5,Não,Nenhuma,Não informado,Não informado
10763,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10764,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,2 a 3,Não,Nenhuma,Não informado,Não informado
10765,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Nenhuma,Não informado,Não informado
10766,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10767,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10768,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10769,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
10770,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10771,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,6 a 10,Não,Deficiência Física / Motora,Nenhum,Não quis
10772,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10773,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10774,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10775,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 SM,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10776,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10777,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10778,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10779,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10780,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10781,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10782,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10783,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer e Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10784,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer e Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10785,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Lazer e Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10786,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10787,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10788,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10789,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
10790,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10791,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Sim,Nenhuma,Não informado,Não informado
10792,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10793,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10794,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10795,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,4 a 5,Sim,Deficiência Física / Motora,Cadeira de rodas manual,Sim: com menos de 2 dias de antecedência
10796,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10797,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10798,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10799,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10800,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10801,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10802,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10803,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10804,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10805,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer e Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10806,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer e Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10807,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Lazer e Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10808,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10809,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
10810,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
10811,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10812,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10813,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10814,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
10815,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
10816,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
10817,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
10818,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Outros - Trabalho e família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10819,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10820,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10821,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10822,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
10823,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10824,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10825,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,6 a 10,Sim,Deficiência Física / Motora,Nenhuma,Não quis
10826,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10827,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10828,Brasileira,Masculino,36 a 45 anos,Ensino médio,Entre 4 e 10 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10829,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Estou indo embora,2 a 3,Não,Nenhuma,Não informado,Não informado
10830,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Familiar / Família,4 a 5,Não,Nenhuma,Não informado,Não informado
10831,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10832,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10833,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
10834,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10835,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10836,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
10837,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10838,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10839,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10840,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Religião,mais de 11,Sim,Nenhuma,Não informado,Não informado
10841,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Saúde/Tratamento/Consulta/Exames,6 a 10,Sim,Nenhuma,Não informado,Não informado
10842,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10843,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10844,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10845,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10846,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 SM,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10847,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10848,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10849,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Não,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
10850,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Não,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
10851,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10852,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10853,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10854,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10855,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
10856,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Lazer e Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10857,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Outros - Funeral / Óbito,2 a 3,Não,Nenhuma,Não informado,Não informado
10858,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10859,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10860,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10861,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10862,Brasileira,Masculino,36 a 45 anos,Ensino médio,Mais de 20 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10863,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10864,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10865,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10866,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10867,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10868,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10869,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10870,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Lazer,2 a 3,Não,Deficiência Visual,Nenhum,Não quis
10871,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10872,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10873,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10874,Brasileira,Masculino,36 a 45 anos,Ensino médio,Outros,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10875,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Casamento,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10876,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10877,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10878,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10879,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10880,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10881,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10882,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10883,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10884,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10885,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,NS/NR,Sim,Nenhuma,Não informado,Não informado
10886,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10887,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Lazer e Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10888,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10889,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10890,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10891,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Saúde/Tratamento/Consulta/Exames,2 a 3,Sim,Nenhuma,Não informado,Não informado
10892,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
